age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
34, Self-emp-inc,34848, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States
39, Self-emp-not-inc,183081, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
34, Local-gov,80411, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
55, Private,128045, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
37, Private,302903, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States
27, Private,57092, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States
50, State-gov,136216, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,37, United-States
21, Private,142875, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States
40, Private,266631, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti
57, Private,62539, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1876,38, United-States
27, Private,146687, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
49, ?,32184, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,5013,0,15, United-States
26, Private,262413, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Italy
46, Self-emp-inc,321764, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
24, Private,403107, Preschool,1, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico
32, Private,29312, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
29, Private,443858, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
46, Local-gov,216647, 10th,6, Divorced, Protective-serv, Unmarried, White, Female,0,0,20, United-States
42, Private,201520, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
64, Private,286732, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,17, United-States
31, Private,97405, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States
73, ?,145748, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States
73, ?,378922, HS-grad,9, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,20, Canada
27, Private,144063, 10th,6, Never-married, Craft-repair, Unmarried, White, Male,0,0,75, United-States
30, Private,111567, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States
32, Local-gov,300687, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States
41, Private,173307, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
21, Private,240063, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,48, United-States
31, Private,265201, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany
42, Private,340885, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
74, Private,147558, Some-college,10, Divorced, Sales, Not-in-family, White, Female,7262,0,30, United-States
23, Private,154641, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
29, Private,152951, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada
33, Self-emp-inc,182714, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
28, Private,192237, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States
42, Private,183319, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States
65, Private,266828, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States
52, Local-gov,289804, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States
44, Private,55191, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States
22, State-gov,181096, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States
73, ?,132256, Bachelors,13, Widowed, ?, Unmarried, White, Female,0,0,7, United-States
32, Private,129020, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
29, Self-emp-not-inc,467936, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, ?
33, Self-emp-not-inc,189265, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,5, United-States
53, Self-emp-not-inc,195322, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States
61, Private,89686, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
40, Private,284086, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States
28, Private,194690, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Private,287092, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,2354,0,40, United-States
41, Private,369781, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
24, Private,97743, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States
37, Private,264700, HS-grad,9, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,35, United-States
46, Private,123807, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,15, United-States
38, Self-emp-not-inc,31848, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
42, Private,67243, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal
28, Private,189407, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
49, Private,330535, Doctorate,16, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States
48, Local-gov,121124, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States
33, Private,169104, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, China
53, Private,120839, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
36, Private,122493, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, Federal-gov,102684, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States
62, Self-emp-not-inc,215789, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States
27, Private,452963, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
28, Private,203171, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,0,0,55, United-States
43, Private,106900, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
53, Private,175029, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
42, Private,231832, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States
32, ?,339099, Some-college,10, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States
45, Private,118714, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
48, Local-gov,27802, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,1876,50, United-States
21, Private,325762, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States
38, Private,136931, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Thailand
67, Private,220283, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States
45, Private,243743, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
44, Private,132921, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States
24, Private,326931, 9th,5, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, El-Salvador
53, Private,95864, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, England
40, State-gov,385357, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States
45, Local-gov,181964, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,47, United-States
18, Local-gov,242956, 11th,7, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States
27, Private,53147, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States
38, Private,302604, 11th,7, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States
21, Private,33884, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
62, Private,202958, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
23, Local-gov,57711, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Germany
20, State-gov,68358, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States
43, Private,230684, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
42, Private,191196, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
23, Private,131230, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
24, Private,152540, Bachelors,13, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States
59, Federal-gov,181940, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
40, Private,227466, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States
48, Private,26502, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
31, Private,101562, Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States
73, ?,86709, Some-college,10, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States
49, Private,118520, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States
45, Self-emp-not-inc,244194, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States
52, ?,287575, HS-grad,9, Separated, ?, Unmarried, White, Male,0,0,40, United-States
37, ?,48915, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,35, United-States
27, Private,159109, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,42, United-States
25, ?,296228, Some-college,10, Never-married, ?, Unmarried, Other, Female,0,0,42, United-States
42, Self-emp-not-inc,116197, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
37, Private,127048, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
38, ?,295166, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States
43, Private,149871, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
52, Private,186224, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
36, Private,120204, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
22, Private,208893, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,10, United-States
51, Private,299831, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
66, Self-emp-not-inc,219220, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,2290,0,40, Germany
29, Local-gov,270421, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
32, Self-emp-not-inc,159322, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1980,80, United-States
90, Private,272752, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States
33, Private,187802, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1887,40, United-States
33, State-gov,295662, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
55, Private,173422, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
34, Local-gov,182926, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
27, Private,500068, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, ?
28, Private,134890, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
45, Private,162958, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States
42, Private,208068, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Other, Male,7298,0,40, Mexico
17, Private,152710, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States
20, ?,33860, Some-college,10, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,28, United-States
27, Private,202062, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States
70, Self-emp-not-inc,380498, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States
34, Self-emp-not-inc,48935, Some-college,10, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,30, United-States
27, Local-gov,352797, HS-grad,9, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,40, United-States
37, Private,190297, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
68, Local-gov,159643, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States
42, Private,233366, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Other, Male,3103,0,40, Mexico
45, Private,282172, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
58, Self-emp-not-inc,193720, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States
42, Private,238384, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,36, United-States
64, ?,223075, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,8, United-States
28, Private,253581, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
49, ?,178341, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,7688,0,50, United-States
29, Local-gov,187981, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
44, Private,651702, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States
18, Private,211683, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States
46, Private,98735, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,50, United-States
